recipeId;stepNumber;name;description;unterRezeptId
105;2;Anbraten;Champignons und Zwiebel in Butter anbraten und Thymian dazugeben.
105;3;Erbsen;Erbsen dazugeben
105;4;alles zusammenbampen;Reis in die Pfanne geben und Parmesan hinein.
106;1;in Streifen schneiden;Hähnchenbruststreifen in ca. 1cm dicke Streifen schneiden.
106;2;Paniertunke;Eier, Petersilie und Schnittlauch verquirlen und mit Salz und Pfeffer würzen.
106;3;Paniermehl;Ein bisschen Mehl in eine extra Schüssel geben.
106;4;Panieren;Fleischstreifen zuerst in Mehl, dann in Ei tunken. (vielleicht auch öfters)
106;5;anbraten;In heißer Pfanne mit Butter anbraten bis durch und knackig.
107;1;Braten;Schwammerl anbraten. Zucchini, Knoblauch und Lauch dazugeben.
107;2;Würzen;Kurz zugedeckt anbraten. Nach eigenem Ermessen würzen.
108;1;Schneiden;Süßkartoffel schälen und in Scheiben schneiden.
108;2;anbraten;Süßkartoffeln und Schwammerl anbraten. Zucchini, Knoblauch und Lauch dazugeben.
108;3;würzen;Kurz zugedeckt anbraten. Nach eigenem Ermessen würzen.
110;1;Schritte:;Keine Schritte vorhanden
111;1;schneiden und kochen;Brokoli schneiden und 8 min kochen.
111;2;Blätterteig;Währenddessen Blätterteig ausrollen, Schinken doppelt drauflegen und Käse reiben.
111;3;Brokoli und Käse;Brokoli absieben und auf den Blätterteig mit Schinken geben. Fast alles vom Käse drübergeben.
111;4;zuklappen;Blättterteig zuklappen und den restlichen Käse draufgeben.
111;5;Backen;Backen laut Beschreibung am Blätterteig.
111;6;Saucen;;112
112;1;zerkleinern;Knoblauch entweder viel zerkleinern oder pressen.
112;2;vermengen;Alle Zutaten nach Geschmack vermengen.
113;1;Reis kochen;;47
113;2;schneiden;Paprika und Zucchini in Würfel schneiden und anbraten. Knoblauchzehen hacken und dazugeben
113;3;Braten; Alles zusammen ca. 10 Minuten braten.
113;4;Reis;Den fertig gekochten Reis hinzugeben
113;5;Braten;Sojasauce und Cashewkerne dazugeben und noch ca. 5 Minuten unter Rühren braten. Falls Nötig, würzen.
114;1;Erdäpfel;Schälen, würfeln und kochen.
114;2;Schälen und würfeln;Schälen und würfeln.
114;3;Abseihen;Wenn Erdäpfel fertig sind, das Wasser abseihen
114;4;Würzen;Butter, Salz und Petersilie hineinhauen und verrühren.
115;1;Lachs;Lachs gut würzen und mit Zitronensaft ein einreiben.
115;2;anbraten;Auf beiden Seiten gut anbraten. (Falls Haut vorhanden diese ruhig stark anbraten.)
116;1;Spaghetti Bolognese machen;;57
